K_01_A,K_01_B,K_01_C,K_01_D,K_02,K_03,K_04,K_05,K_06,K_07,K_08,K_09,K_09_VALOR,K_09_TEXTO,K_10_A,K_10_B,K_10_C,K_10_D,K_10_E,K_10_F,K_10_G,K_10_H,K_10_I,K_11,K_11_A,K_11_B,K_11_C,K_11_D,K_11_E,K_12_A,K_12_B,K_12_C,K_12_D,K_12_E,K_12_F,K_12_G,K_12_H,K_12_I,K_12_J,K_12_K,K_12_L,K_12_M,K_12_N,K_12_O,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN
,,,1,3,1,5,1,15,30000,30,1,2000,DOS MIL PESOS,,,,,,,,1,,2,,,,,,2,2,2,1,2,1,1,1,2,2,1,2,2,2,1,49884,1,1,1
,1,,,3,1,5,1,30,60000,84,1,2000,DOS MIL PESOS,,,,1,,,,,,1,1,,,,,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,49885,1,1,1
,1,,,3,1,4,1,15,50000,15,1,2500,DOS MIL QUINIENTOS PESOS,,,,,,,,1,,2,,,,,,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,49897,1,1,1
1,1,,,3,1,5,1,30,120000,60,1,2000,DOS MIL PESOS,,,1,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,49905,2,1,2
1,1,,,3,1,3,2,,,2,1,2000,DOS MIL PESOS,,,,,1,,,,,1,1,1,,,,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,49907,1,1,1
1,1,1,,3,1,4,1,15,98,15,2,,,,,,,,,,1,,2,,,,,,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,49915,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49927,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49929,4,1,4
1,1,,,3,1,3,1,3,10000,4,1,2000,DOS MIL PESOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,49935,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49938,1,1,1
,1,,,3,1,5,1,30,80000,30,1,2000,DOS MIL,,,,1,,1,,,,2,,,,,,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,49959,3,1,3
1,,,,3,1,3,1,10,10000,10,1,2000,DOS MIL PESOS,,,1,1,,1,,,,2,,,,,,2,1,2,1,1,2,2,1,1,1,1,1,2,2,2,49973,1,1,1
1,1,1,1,3,1,4,1,18,40000,12,2,,,,,,1,,,,,,1,1,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,49980,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49983,6,1,6
1,1,,,3,1,5,1,30,60000,30,1,2000,DOS MIL PESOS,,,1,1,,,1,,,1,1,,,,,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,49995,3,1,3
1,,,,3,1,2,1,2,98,1,1,10000,DIEZ MIL,,,,1,,,,,,1,1,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,50003,1,1,1
1,,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50012,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50019,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50031,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50033,2,1,2
1,1,,,2,1,3,2,,,1,1,3000,TRES MIL PESOS,,,1,,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50034,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50038,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50039,1,1,1
1,,,,3,1,5,1,30,60000,60,1,2000,DOS MIL PESOS,,,1,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50042,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50051,1,1,1
1,1,,,9,1,4,1,15,10000,10,1,3000,TRES MIL PESOS,,,1,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50052,4,1,4
1,,,,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50056,1,1,1
1,1,,,3,1,2,1,2,30000,3,1,1200,MIL DOCIENTOS,,,,1,,,,,,2,,,,,,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,50058,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50062,2,1,2
,1,,,3,1,5,1,30,15000,50,1,2000,DOS MIL PESOS,,,1,1,,1,,,,2,,,,,,2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,50067,1,1,1
1,1,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50069,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50073,2,1,2
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50089,2,1,2
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50098,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50100,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50106,2,1,2
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50110,1,1,1
1,1,1,,3,1,1,2,,,1,2,,,,,,1,,,,,,1,1,,,,,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,50114,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50124,1,1,1
1,,,,3,1,4,2,,,10,1,2000,DOS MIL PESOS,,,1,,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50132,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50144,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50158,3,1,3
1,,,,3,1,5,1,30,60000,60,1,1000,MIL PESOS,,,,1,,,,,,2,,,,,,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,50168,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50178,1,1,1
1,,,,2,1,2,1,1,5000,2,1,5000,CINCO MIL PESOS,1,,,,,,,,,1,1,,,,,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,50179,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50191,1,1,1
1,1,1,1,3,1,5,1,30,120000,120,2,,,,,,,1,,,,,1,1,,,,,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,50197,1,1,1
,,1,,3,1,3,1,5,100000,1,1,5000,CINCO MIL PESOS,,,,1,,,,,,1,1,,,,,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,50234,1,1,1
,,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50252,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50260,2,1,2
,1,,,2,1,1,2,,,1,2,,,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50311,1,1,1
,1,,,3,1,2,2,,,1,1,3500,TRES MIL QUINIENTOS PESOS,,,,,,1,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50333,3,1,3
,,1,,3,1,5,1,30,40000,20,1,2000,DOS MIL PESOS,,,,1,,,,,,2,,,,,,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,50345,2,1,2
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50350,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50360,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50376,1,1,1
1,,,,3,1,2,1,2,98,1,1,10000,DIES MIL PESOS,,,,1,,,,,,1,1,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50396,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50416,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50418,2,1,2
,,,1,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50419,1,1,1
1,1,1,,2,1,2,1,10,15000,3,1,5000,CINCO MIL PESOS,,,,1,1,,,,,1,1,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50424,1,1,1
1,,1,,2,1,1,2,,,1,1,2500,DOS MIL QUINIENTOS PESOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50432,1,1,1
1,,,,2,1,2,2,,,1,1,2000,DOS MIL PESOS,,,,,,1,,,,1,1,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50436,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50443,2,1,2
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50463,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50469,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50472,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50483,2,1,2
1,,,,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50498,4,1,4
1,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501,3,1,3
1,1,,,3,1,4,1,15,20000,15,1,4000,CUATRO MIL PESOS,,,,1,,1,1,,,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50503,3,1,3
1,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50505,2,1,2
1,1,,,3,1,3,1,2,1000,2,1,1000,MIL PESOS,,,,1,,,,,,1,1,1,,,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,50507,1,1,1
1,,,,3,1,3,1,20,20000,15,1,1000,MIL PESO,,,1,,,,,,,2,,,,,,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,50511,1,1,1
1,,,,3,1,5,1,30,30000,30,1,3000,TRES MIL PESOS,,,,,1,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50526,2,1,2
1,,,,3,1,4,1,20,50000,15,1,3000,TRES MIL,,,1,1,,1,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50529,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50536,1,1,1
,1,,,2,1,1,2,,,1,2,,,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50544,2,1,2
1,1,,,3,1,3,1,10,15000,10,2,,,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,50553,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50556,3,1,3
,1,,,3,1,5,1,21,100000,20,1,4000,CUATRO MIL PESOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50558,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50560,1,1,1
1,1,,1,3,1,5,1,28,1000,12,1,5000,CINCO MIL PESOS,,,,,,,,1,,2,,,,,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,50569,1,1,1
1,1,,,2,1,3,2,,,2,1,3000,TRES MIL PESOS,,,1,,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50572,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50576,1,1,1
1,1,1,,3,1,2,2,,,1,1,5000,CINCO MIL PESOS,,,,1,,,,,,1,1,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50590,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50595,3,1,3
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50597,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50609,1,1,1
1,1,,,1,1,5,1,30,120000,40,1,3000,TRES MIL PESOS,,,1,,,1,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50612,2,1,2
,1,,,1,1,5,1,20,15000,20,1,2000,DOS MIL PESOS,,,,,,1,,,,1,1,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50614,2,1,2
1,1,,,3,1,4,1,6,30000,4,1,2000,DOS MIL PESOS,,,,1,,,,,,1,1,1,,,,2,1,2,1,2,2,2,2,1,2,1,1,2,2,1,50626,1,1,1
1,1,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50645,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50646,2,1,2
,1,,,3,1,2,1,3,98,2,1,5000,CINCOMIL,,,1,,,,,,,2,,,,,,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,50659,4,1,4
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50670,1,1,1
1,1,,1,3,1,4,1,20,60000,15,1,2000,DOSMIL PESOS,,1,1,,,,1,,,1,1,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,50684,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50698,1,1,1
1,,,,3,1,4,1,5,5000,5,1,1000,MIL,,,1,,,,,,,2,,,,,,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,50721,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50723,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50726,1,1,1
1,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50737,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50739,1,1,1
,1,,,3,1,4,1,9,18000,15,1,1500,MIL QUINIENTOS PESOS,,,1,,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,50766,1,1,1
,,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50803,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50817,1,1,1
,1,,,3,1,1,1,1,98,2,1,4000,CUATRO MIL,,,,,1,,,,,1,1,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50824,2,1,2
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50829,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50837,1,1,1
1,1,,,3,1,5,1,30,10000,26,1,1000,MIL PESOS,,,1,1,,,,,,1,1,,,,1,2,1,1,2,2,1,1,2,1,1,1,1,1,2,2,50840,3,1,3
1,,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50857,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50870,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50875,2,1,2
1,,,,1,1,4,1,6,3000,8,1,4000,CUATRO MIL PESOS,,,,,,1,,,,2,,,,,,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,50880,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50888,1,1,1
1,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50915,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50918,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50921,1,1,1
1,1,1,,3,1,4,1,20,98,15,1,2000,DOS MIL,,,,1,1,,,,,1,1,,,,,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,50936,4,1,4
1,1,,,1,1,5,1,30,100000,30,1,2000,DOS MIL PESOS,,,1,,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,50943,2,1,2
1,1,,,1,1,4,1,30,11000,10,2,,,,,,,1,,,,,1,1,1,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50944,3,1,3
1,1,,,3,1,2,2,,,4,1,5000,cinco mil pesos,,,1,,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50951,3,1,3
1,,,,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50975,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50986,3,1,3
1,,,,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50994,1,1,1
1,,,,3,1,3,1,15,5000,3,1,1000,MIL PESOS,,,1,,,,,,,1,1,,,,,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,50996,4,1,4
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50997,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51001,2,1,2
1,,,,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51006,3,1,3
1,1,,,3,1,4,1,2,4000,2,1,4000,CUATRO MIL PESOS,,,,1,,,,,,1,1,,,,,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,51026,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51030,1,1,1
,1,,,3,1,2,1,10,20000,10,1,2000,dos mil pesos,,,1,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,51037,4,1,4
,1,,,2,1,2,2,,,1,1,1000,MIL PESOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,51047,4,1,4
1,1,1,,3,1,4,1,10,20000,10,1,1000,MIL PESOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,51048,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51050,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51052,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51054,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51064,3,1,3
1,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51085,4,1,4
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51103,1,1,1
1,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51115,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51116,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51118,1,1,1
,1,,,1,1,5,1,15,5000,40,1,2500,DOS MIL QUINIENTOS PESOS,,,,,,,,1,,1,1,,,,,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,51130,3,1,3
1,,,,3,1,3,2,,,2,1,3000,TRES MIL PESOS,,,1,,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,51135,1,1,1
1,1,,,3,1,2,1,4,5000,4,1,1500,MIL QUINIENTOS PESOS,,,,1,,,,,,1,1,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,51137,3,1,3
1,,,,2,1,2,2,,,1,2,,,,,,1,,,,,,1,1,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,51139,2,1,2
,1,,,3,1,3,1,1,5000,3,2,,,,,1,,,,,,,2,,,,,,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,51159,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51160,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51166,1,1,1
1,1,,,3,1,5,1,30,45000,40,1,3000,TRES MIL PESOS,,,,1,,,,,,2,,,,,,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,51195,4,1,4
,,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51199,1,1,1
1,,,,3,1,2,2,,,1,2,,,,,,,1,,,,,2,,,,,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,51235,2,1,2
,1,,,2,1,3,1,8,98,8,2,,,,,,1,,,1,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,51240,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51242,1,1,1
1,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51249,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51255,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51264,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51280,2,1,2
1,1,,1,2,1,4,1,16,16000,8,1,1500,MIL QUINIENTOS PESOS,,,,1,,,,,,1,1,,,,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,51301,4,1,4
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51396,3,1,3
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51429,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51431,1,1,1
1,1,,,3,1,5,1,30,80000,150,1,2000,DOS MIL PESOS,,,1,,,,,,,2,,,,,,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,51445,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51446,1,1,1
,,,1,3,1,4,1,5,15000,5,1,3000,TRES MIL PESOS,,,,1,,,,,,1,1,,,,,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,51498,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51502,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51509,2,1,2
1,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51531,7,1,7
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51543,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51545,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51551,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51552,4,1,4
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51575,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51580,4,1,4
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51600,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51602,1,1,1
,,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51619,2,1,2
1,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51673,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51676,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51723,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51725,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51735,1,1,1
1,1,,,3,1,4,1,10,98,10,1,1000,MIL PESOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,51747,5,1,5
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51749,2,1,2
1,1,1,,3,1,5,1,30,15000,30,1,1000,MIL PESOS,,,,1,,,1,,,2,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51788,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51832,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51852,1,1,1
1,1,,,3,1,5,1,30,160000,60,1,2000,DOS MIL PESOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,51855,2,1,2
1,,,,2,1,1,2,,,8,2,,,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,51861,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51918,2,1,2
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51932,3,1,3
,1,,,3,1,2,2,,,1,1,10000,DIEZ MIL PESOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,51942,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51949,1,1,1
1,,,,2,1,1,2,,,1,2,,,,,1,,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,51958,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51963,1,1,1
1,,,,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51995,1,1,1
